chrosome,start,end,sample_name,n_spliced_reads,strand,junction_name
chr1,204988806,204991292,34_sALS.SJ.out,6,+,NFASC|annotated|1
chr10,35321670,35335809,34_sALS.SJ.out,4,-,CCNY|none|1
chr10,37971807,37971915,34_sALS.SJ.out,1,-,ZNF25|novel_donor|1
chr10,48575658,48582953,34_sALS.SJ.out,2,-,ARHGAP22|annotated|1
chr10,77008193,77011967,34_sALS.SJ.out,1,-,KCNMA1|annotated|2
chr10,97866951,97867732,34_sALS.SJ.out,2,+,GOLGA7B|none|2
chr10,122428420,122429624,34_sALS.SJ.out,19,+,PLEKHA1|annotated|1
chr11,18312024,18322077,34_sALS.SJ.out,1,-,HPS5|annotated|1
chr11,121047667,121055052,34_sALS.SJ.out,2,+,TBCEL|ambig_gene|1
chr11,123578430,123584312,34_sALS.SJ.out,2,+,GRAMD1B|annotated|1
chr11,128992046,128998319,34_sALS.SJ.out,9,-,ARHGAP32|novel_acceptor|7
chr12,27656730,27658816,34_sALS.SJ.out,1,+,PPFIBP1|annotated|1
chr12,27677096,27679489,34_sALS.SJ.out,3,+,PPFIBP1|annotated|1
chr12,39326324,39330746,34_sALS.SJ.out,3,-,KIF21A|annotated|1
chr12,49742280,49752464,34_sALS.SJ.out,1,+,TMBIM6|annotated|1
chr12,79805768,79807226,34_sALS.SJ.out,3,-,PPP1R12A|annotated|1
chr12,100108548,100128580,34_sALS.SJ.out,3,-,UHRF1BP1L|annotated|1
chr12,110042459,110044420,34_sALS.SJ.out,1,-,C12orf76|annotated|1
chr12,111943369,111978736,34_sALS.SJ.out,6,-,TMEM116|annotated|1
chr13,75804541,75809154,34_sALS.SJ.out,11,+,LMO7|annotated|1
chr13,111277673,111280538,34_sALS.SJ.out,0,+,ARHGEF7|annotated|3
chr14,23298917,23299401,34_sALS.SJ.out,2,-,PPP1R3E|annotated|1
chr14,50754867,50756492,34_sALS.SJ.out,1,-,NIN|annotated|2
chr14,56618763,56619358,34_sALS.SJ.out,4,+,TMEM260|annotated|1
chr14,59461173,59475869,34_sALS.SJ.out,1,-,L3HYPDH|annotated|1
chr14,59473090,59474439,34_sALS.SJ.out,0,-,L3HYPDH|annotated|1
chr14,74856995,74858407,34_sALS.SJ.out,0,-,PROX2|annotated|1
chr15,52757847,52757965,34_sALS.SJ.out,1,-,ONECUT1|novel_donor|1
chr16,11937668,11941983,34_sALS.SJ.out,0,-,NPIPB2|annotated|1
chr16,14937505,14941812,34_sALS.SJ.out,0,+,NPIPA1|annotated|1
chr16,18372854,18374832,34_sALS.SJ.out,0,-,NPIPA9|annotated|2
chr16,22519269,22523820,34_sALS.SJ.out,0,+,NPIPB5|annotated|1
chr16,58250440,58252727,34_sALS.SJ.out,0,+,CCDC113|annotated|1
chr16,69982545,69982658,34_sALS.SJ.out,0,-,NPIPB14P|annotated|1
chr16,83990630,83993528,34_sALS.SJ.out,1,+,NECAB2|novel_acceptor|3
chr17,655953,697418,34_sALS.SJ.out,2,-,VPS53|annotated|1
chr17,7887843,7889664,34_sALS.SJ.out,4,+,CHD3|annotated|1
chr17,69271289,69273943,34_sALS.SJ.out,1,-,ABCA5|annotated|1
chr17,77214019,77216549,34_sALS.SJ.out,0,+,SEC14L1|annotated|1
chr17,77216218,77216271,34_sALS.SJ.out,0,+,SEC14L1|none|1
chr17,78692493,78696007,34_sALS.SJ.out,1,-,CYTH1|annotated|1
chr17,78696009,78698269,34_sALS.SJ.out,0,-,CYTH1|annotated|1
chr18,5406968,5419711,34_sALS.SJ.out,0,-,EPB41L3|annotated|1
chr19,34391409,34392059,34_sALS.SJ.out,2,+,GPI|none|1
chr19,34391694,34391993,34_sALS.SJ.out,1,+,GPI|none|1
chr19,34391694,34392043,34_sALS.SJ.out,0,+,GPI|none|2
chr19,37773751,37779213,34_sALS.SJ.out,1,-,ZNF573|novel_donor|4
chr19,52543347,52553107,34_sALS.SJ.out,2,+,ZNF808|annotated|1
chr19,52801702,52808007,34_sALS.SJ.out,0,-,ZNF28|annotated|1
chr2,1649675,1650800,34_sALS.SJ.out,1,-,PXDN|novel_donor|7
chr2,31869952,31917926,34_sALS.SJ.out,1,-,MEMO1|annotated|1
chr2,32064246,32087495,34_sALS.SJ.out,1,+,SPAST|annotated|1
chr2,62831158,62859169,34_sALS.SJ.out,38,+,EHBP1|annotated|2
chr2,63842599,63856306,34_sALS.SJ.out,2,+,UGP2|annotated|1
chr2,158621421,158624955,34_sALS.SJ.out,0,+,PKP4|annotated|1
chr2,159395834,159397068,34_sALS.SJ.out,3,-,BAZ2B|novel_donor|1
chr2,159395834,159397074,34_sALS.SJ.out,16,-,BAZ2B|annotated|1
chr2,159397100,159397345,34_sALS.SJ.out,16,-,BAZ2B|annotated|1
chr20,528049,543672,34_sALS.SJ.out,1,-,CSNK2A1|annotated|1
chr21,33599285,33602234,34_sALS.SJ.out,3,-,CRYZL1|annotated|1
chr3,9436140,9436850,34_sALS.SJ.out,1,+,SETD5|annotated|1
chr3,10329125,10331983,34_sALS.SJ.out,4,-,ATP2B2|annotated|1
chr3,37072882,37075024,34_sALS.SJ.out,2,-,LRRFIP2|annotated|1
chr3,50100051,50103083,34_sALS.SJ.out,7,+,RBM5|annotated|1
chr3,56615272,56615890,34_sALS.SJ.out,2,+,CCDC66|novel_acceptor|1
chr3,57865292,57890041,34_sALS.SJ.out,3,+,SLMAP|annotated|1
chr3,62275966,62276972,34_sALS.SJ.out,2,+,PTPRG|annotated|1
chr3,124701255,124702038,34_sALS.SJ.out,2,+,KALRN|novel_donor|4
chr3,150411308,150423049,34_sALS.SJ.out,3,+,TSC22D2|annotated|1
chr4,16196723,16202462,34_sALS.SJ.out,1,-,TAPT1|annotated|1
chr4,27007700,27007983,34_sALS.SJ.out,4,+,STIM2|annotated|1
chr4,81802889,81824518,34_sALS.SJ.out,1,-,RASGEF1B|annotated|1
chr4,119494523,119512351,34_sALS.SJ.out,2,+,SEPTIN7P14|novel_exon_skip|1
chr4,185639035,185646668,34_sALS.SJ.out,2,-,SORBS2|annotated|1
chr5,70475600,70478482,34_sALS.SJ.out,0,+,NAIPP1|annotated|1
chr5,154002969,154026399,34_sALS.SJ.out,2,-,FAM114A2|novel_exon_skip|1
chr5,176591818,176591857,34_sALS.SJ.out,0,+,CDHR2|none|1
chr5,181056015,181056538,34_sALS.SJ.out,5,+,BTNL9|annotated|2
chr6,152145555,152148045,34_sALS.SJ.out,2,-,SYNE1|annotated|1
chr6,159679298,159682474,34_sALS.SJ.out,4,-,SOD2|annotated|1
chr7,44013679,44016434,34_sALS.SJ.out,0,-,POLR2J4|annotated|1
chr7,122031559,122034095,34_sALS.SJ.out,8,+,PTPRZ1|annotated|1
chr8,25408940,25411194,34_sALS.SJ.out,3,+,DOCK5|novel_exon_skip|1
chr8,55773719,55785719,34_sALS.SJ.out,1,+,TGS1|annotated|1
chr8,79611214,79616822,34_sALS.SJ.out,8,+,STMN2|novel_acceptor|9
chr8,85113099,85123413,34_sALS.SJ.out,1,+,LRRCC1|annotated|1
chr8,86398479,86398575,34_sALS.SJ.out,1,+,WWP1|novel_acceptor|1
chr9,2650516,2651415,34_sALS.SJ.out,1,+,VLDLR|annotated|1
chr9,34179240,34234216,34_sALS.SJ.out,1,+,UBAP1|annotated|1
chr9,35684550,35685064,34_sALS.SJ.out,16,-,TPM2|annotated|2
chr9,87499139,87506820,34_sALS.SJ.out,12,+,DAPK1|annotated|3
chr9,95897971,95915668,34_sALS.SJ.out,6,+,ERCC6L2|annotated|1
chrX,24177866,24179183,34_sALS.SJ.out,13,+,ZFX|annotated|1
chrX,54928710,54931204,34_sALS.SJ.out,1,+,TRO|annotated|1
chr1,13749487,13769118,39_Control.SJ.out,1,+,PRDM2|annotated|1
chr1,24647149,24648859,39_Control.SJ.out,2,+,SRRM1|novel_donor|1
chr1,29058645,29064982,39_Control.SJ.out,5,+,EPB41|annotated|1
chr1,40489624,40490780,39_Control.SJ.out,1,+,ZFP69|annotated|1
chr1,42456628,42457247,39_Control.SJ.out,3,+,PPCS|annotated|1
chr1,81936837,81942031,39_Control.SJ.out,3,+,ADGRL2|novel_acceptor|1
chr1,81936837,81942034,39_Control.SJ.out,13,+,ADGRL2|annotated|1
chr1,92345914,92349652,39_Control.SJ.out,2,+,RPAP2|novel_acceptor|1
chr1,109670234,109671287,39_Control.SJ.out,1,+,GSTM2|annotated|1
chr1,112575233,112576986,39_Control.SJ.out,1,-,ST7L|novel_acceptor|1
chr1,120805765,120807607,39_Control.SJ.out,0,+,NBPF26|annotated|1
chr1,144440295,144440402,39_Control.SJ.out,0,-,NBPF15|annotated|1
chr1,148868622,148929197,39_Control.SJ.out,3,+,PDE4DIP|novel_exon_skip|1
chr1,204988806,204991292,39_Control.SJ.out,13,+,NFASC|annotated|1
chr10,32272167,32273014,39_Control.SJ.out,3,-,EPC1|annotated|1
chr10,34346449,34347965,39_Control.SJ.out,3,-,PARD3|annotated|1
chr10,60134358,60138964,39_Control.SJ.out,2,-,ANK3|novel_exon_skip|1
chr10,77019099,77027823,39_Control.SJ.out,13,-,KCNMA1|annotated|1
chr10,113159996,113165558,39_Control.SJ.out,0,+,TCF7L2|none|1
chr10,122428420,122429624,39_Control.SJ.out,13,+,PLEKHA1|annotated|1
chr11,47238183,47238800,39_Control.SJ.out,1,+,DDB2|annotated|1
chr11,59793514,59795415,39_Control.SJ.out,1,+,STX3|novel_acceptor|1
chr11,68081457,68081727,39_Control.SJ.out,2,-,CHKA|annotated|1
chr11,108223686,108227595,39_Control.SJ.out,0,+,ATM|annotated|1
chr11,113235164,113246368,39_Control.SJ.out,5,+,NCAM1|annotated|1
chr11,113246370,113255877,39_Control.SJ.out,4,+,NCAM1|annotated|1
chr11,123578430,123584312,39_Control.SJ.out,8,+,GRAMD1B|annotated|1
chr11,125489822,125495836,39_Control.SJ.out,2,-,FEZ1|annotated|4
chr12,8194327,8194420,39_Control.SJ.out,0,+,FAM66C|annotated|1
chr12,27302188,27309114,39_Control.SJ.out,1,+,STK38L|annotated|1
chr12,27656730,27658816,39_Control.SJ.out,1,+,PPFIBP1|annotated|1
chr12,27658848,27660884,39_Control.SJ.out,1,+,PPFIBP1|annotated|1
chr12,39326324,39330746,39_Control.SJ.out,22,-,KIF21A|annotated|1
chr12,40763198,40908357,39_Control.SJ.out,3,+,CNTN1|annotated|1
chr12,49742280,49752464,39_Control.SJ.out,1,+,TMBIM6|annotated|1
chr12,50401028,50427765,39_Control.SJ.out,5,+,LARP4|annotated|1
chr12,57625752,57625998,39_Control.SJ.out,3,+,RP11-571M6.19|annotated|1
chr12,79805768,79807226,39_Control.SJ.out,1,-,PPP1R12A|annotated|1
chr12,88111858,88115098,39_Control.SJ.out,0,-,CEP290|annotated|1
chr13,35164509,35171272,39_Control.SJ.out,1,+,NBEA|annotated|1
chr13,75804541,75809154,39_Control.SJ.out,3,+,LMO7|annotated|1
chr13,111277673,111280538,39_Control.SJ.out,0,+,ARHGEF7|annotated|3
chr14,23298917,23299401,39_Control.SJ.out,3,-,PPP1R3E|annotated|1
chr14,50758630,50759857,39_Control.SJ.out,2,-,NIN|annotated|1
chr14,50979549,50981854,39_Control.SJ.out,1,-,TRIM9|novel_donor|1
chr14,56634952,56635122,39_Control.SJ.out,3,+,TMEM260|novel_acceptor|1
chr14,59473090,59474439,39_Control.SJ.out,4,-,L3HYPDH|annotated|1
chr14,74046130,74055584,39_Control.SJ.out,1,+,BBOF1|novel_exon_skip|1
chr14,75053659,75056447,39_Control.SJ.out,5,-,ACYP1|novel_donor|1
chr14,100845533,100845876,39_Control.SJ.out,3,+,MEG3|annotated|1
chr15,25000374,25019027,39_Control.SJ.out,1,+,SNHG14|annotated|1
chr15,30903887,30904512,39_Control.SJ.out,1,+,FAN1|annotated|1
chr15,33842035,33844862,39_Control.SJ.out,3,+,RYR3|annotated|1
chr15,42231915,42233213,39_Control.SJ.out,1,-,TMEM87A|annotated|1
chr15,74900137,74901950,39_Control.SJ.out,1,-,FAM219B|annotated|1
chr15,99287951,99334018,39_Control.SJ.out,4,+,LRRC28|annotated|1
chr16,11937668,11941983,39_Control.SJ.out,0,-,NPIPB2|annotated|1
chr16,12129758,12135551,39_Control.SJ.out,5,+,SNX29|annotated|1
chr16,14937505,14941812,39_Control.SJ.out,0,+,NPIPA1|annotated|1
chr16,18319298,18319795,39_Control.SJ.out,0,-,NPIPA8|annotated|1
chr16,22519269,22523820,39_Control.SJ.out,0,+,NPIPB5|annotated|1
chr16,29972140,29972950,39_Control.SJ.out,1,+,TMEM219|annotated|1
chr16,30240242,30245454,39_Control.SJ.out,0,-,NPIPB13|annotated|1
chr17,655953,697418,39_Control.SJ.out,2,-,VPS53|annotated|1
chr17,7208239,7218541,39_Control.SJ.out,2,-,DLG4|novel_exon_skip|1
chr17,8460160,8463320,39_Control.SJ.out,3,+,NDEL1|annotated|1
chr17,8463354,8466930,39_Control.SJ.out,5,+,NDEL1|annotated|1
chr17,15631714,15636036,39_Control.SJ.out,3,-,TRIM16|annotated|1
chr17,20110562,20204333,39_Control.SJ.out,0,+,SPECC1|annotated|1
chr17,28043331,28047917,39_Control.SJ.out,1,+,NLK|annotated|1
chr17,28766707,28834293,39_Control.SJ.out,1,-,FAM222B|annotated|1
chr17,28915448,28917285,39_Control.SJ.out,1,-,PHF12|novel_acceptor|3
chr17,35844818,35844840,39_Control.SJ.out,4,+,TAF15|none|2
chr17,43164812,43166980,39_Control.SJ.out,1,-,RP11-242D8.1|annotated|1
chr17,46517233,46570759,39_Control.SJ.out,0,-,ARL17A|annotated|1
chr17,64973517,64974951,39_Control.SJ.out,0,-,AMZ2P1|novel_donor|1
chr17,69271289,69273943,39_Control.SJ.out,2,-,ABCA5|annotated|1
chr17,77214019,77216549,39_Control.SJ.out,2,+,SEC14L1|annotated|1
chr17,77216218,77216271,39_Control.SJ.out,0,+,SEC14L1|none|1
chr17,78692493,78696007,39_Control.SJ.out,0,-,CYTH1|annotated|1
chr18,5406968,5419711,39_Control.SJ.out,1,-,EPB41L3|annotated|1
chr18,57620648,57621708,39_Control.SJ.out,2,-,NARS1|annotated|1
chr18,68689981,68691295,39_Control.SJ.out,1,-,TMX3|annotated|1
chr19,17618962,17624829,39_Control.SJ.out,1,-,UNC13A|annotated|1
chr19,34390843,34391544,39_Control.SJ.out,0,+,GPI|none|1
chr19,34391409,34392059,39_Control.SJ.out,1,+,GPI|none|1
chr19,34391559,34391912,39_Control.SJ.out,0,+,GPI|none|1
chr19,34391694,34391993,39_Control.SJ.out,1,+,GPI|none|1
chr19,34391694,34392043,39_Control.SJ.out,0,+,GPI|none|2
chr19,36548322,36549235,39_Control.SJ.out,1,-,ZNF529|novel_donor|1
chr19,37533403,37533486,39_Control.SJ.out,1,+,ZNF793|annotated|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,CTC-360G5.8|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,FBXO17|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,CTC-360G5.8|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,FBXO17|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,CTC-360G5.8|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,FBXO17|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,CTC-360G5.8|ambig_gene|1
chr19,38942751,38946472,39_Control.SJ.out,1,-,FBXO17|ambig_gene|1
chr19,51994837,52001813,39_Control.SJ.out,1,-,ZNF615|annotated|1
chr19,52543347,52553107,39_Control.SJ.out,6,+,ZNF808|annotated|1
chr19,56421525,56422891,39_Control.SJ.out,3,+,ZNF583|novel_donor|1
chr2,54987698,55010087,39_Control.SJ.out,2,-,RTN4|annotated|1
chr2,55263865,55266381,39_Control.SJ.out,1,-,MTIF2|annotated|1
chr2,62831158,62859169,39_Control.SJ.out,6,+,EHBP1|annotated|2
chr2,68513680,68515585,39_Control.SJ.out,2,+,APLF|novel_acceptor|1
chr2,119915242,119932424,39_Control.SJ.out,1,+,PTPN4|novel_exon_skip|1
chr2,121410969,121418622,39_Control.SJ.out,1,-,CLASP1|annotated|1
chr2,158621421,158624955,39_Control.SJ.out,1,+,PKP4|annotated|1
chr2,159395834,159397068,39_Control.SJ.out,2,-,BAZ2B|novel_donor|1
chr2,159395834,159397074,39_Control.SJ.out,10,-,BAZ2B|annotated|1
chr2,159397100,159397345,39_Control.SJ.out,19,-,BAZ2B|annotated|1
chr2,201276968,201284816,39_Control.SJ.out,1,+,CASP8|annotated|1
chr2,203376132,203380208,39_Control.SJ.out,1,+,ABI2|annotated|1
chr2,208273733,208274018,39_Control.SJ.out,1,+,PIKFYVE|annotated|1
chr20,25674007,25674897,39_Control.SJ.out,3,+,ZNF337-AS1|annotated|1
chr20,36212376,36221864,39_Control.SJ.out,3,+,EPB41L1|novel_exon_skip|4
chr20,36214440,36221864,39_Control.SJ.out,2,+,EPB41L1|novel_exon_skip|1
chr20,59941164,59942198,39_Control.SJ.out,1,+,FAM217B|novel_donor|1
chr21,45932138,45932363,39_Control.SJ.out,0,-,PCBP3|none|1
chr22,28742728,28743882,39_Control.SJ.out,1,+,HSCB|annotated|1
chr22,49824331,49827238,39_Control.SJ.out,3,-,BRD1|novel_donor|1
chr3,10329125,10331983,39_Control.SJ.out,11,-,ATP2B2|annotated|1
chr3,12901522,12908349,39_Control.SJ.out,3,-,IQSEC1|annotated|1
chr3,37066325,37072790,39_Control.SJ.out,4,-,LRRFIP2|annotated|1
chr3,37072882,37075024,39_Control.SJ.out,1,-,LRRFIP2|annotated|1
chr3,37808880,37821014,39_Control.SJ.out,1,-,ITGA9-AS1|annotated|1
chr3,57865292,57890041,39_Control.SJ.out,1,+,SLMAP|annotated|1
chr3,58412963,58420536,39_Control.SJ.out,12,+,PXK|annotated|1
chr3,62275966,62276972,39_Control.SJ.out,2,+,PTPRG|annotated|1
chr3,125315053,125323309,39_Control.SJ.out,3,-,ZNF148|annotated|1
chr3,142736533,142743485,39_Control.SJ.out,3,+,TRPC1|annotated|1
chr3,150411308,150423049,39_Control.SJ.out,2,+,TSC22D2|annotated|1
chr3,167725473,167734459,39_Control.SJ.out,0,-,PDCD10|annotated|1
chr3,169774561,169778884,39_Control.SJ.out,0,+,MYNN|annotated|1
chr3,183635793,183650296,39_Control.SJ.out,1,+,KLHL24|annotated|1
chr3,184180251,184180849,39_Control.SJ.out,0,+,AP2M1|annotated|1
chr3,195713976,195714008,39_Control.SJ.out,0,-,MUC20-OT1|none|1
chr4,3012705,3013688,39_Control.SJ.out,2,+,GRK4|novel_donor|1
chr4,4544907,4568907,39_Control.SJ.out,2,+,STX18-AS1|novel_acceptor|2
chr4,6233936,6237256,39_Control.SJ.out,1,+,LINC02495|annotated|1
chr4,7992927,8008059,39_Control.SJ.out,2,-,ABLIM2|annotated|1
chr4,16191523,16196658,39_Control.SJ.out,1,-,TAPT1|annotated|1
chr4,16196723,16202462,39_Control.SJ.out,1,-,TAPT1|annotated|1
chr4,27007700,27007983,39_Control.SJ.out,4,+,STIM2|annotated|1
chr4,86890158,86891456,39_Control.SJ.out,1,-,C4orf36|annotated|1
chr4,94573393,94575943,39_Control.SJ.out,2,+,PDLIM5|annotated|1
chr4,119494523,119512351,39_Control.SJ.out,2,+,SEPTIN7P14|novel_exon_skip|1
chr4,157220725,157221667,39_Control.SJ.out,1,+,GRIA2|annotated|3
chr4,185639035,185646668,39_Control.SJ.out,7,-,SORBS2|annotated|1
chr5,34949677,34950170,39_Control.SJ.out,8,+,DNAJC21|annotated|1
chr5,38947441,38949356,39_Control.SJ.out,6,-,RICTOR|annotated|1
chr5,70475600,70478482,39_Control.SJ.out,0,+,NAIPP1|annotated|1
chr5,154793723,154794100,39_Control.SJ.out,3,+,LARP1|annotated|1
chr5,172325380,172346136,39_Control.SJ.out,1,-,SH3PXD2B|annotated|1
chr5,180831941,180834312,39_Control.SJ.out,1,+,LINC00847|annotated|1
chr6,3264325,3267591,39_Control.SJ.out,5,+,PSMG4|annotated|1
chr6,8430157,8435343,39_Control.SJ.out,1,-,SLC35B3|annotated|1
chr6,52424167,52429969,39_Control.SJ.out,2,+,EFHC1|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,SOGA3|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,RP3-403A15.5|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,SOGA3|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,RP3-403A15.5|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,SOGA3|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,RP3-403A15.5|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,SOGA3|annotated|1
chr6,127473391,127475302,39_Control.SJ.out,10,-,RP3-403A15.5|annotated|1
chr6,136372649,136377755,39_Control.SJ.out,1,-,MAP7|annotated|1
chr6,159679298,159682474,39_Control.SJ.out,1,-,SOD2|annotated|1
chr7,23521840,23522121,39_Control.SJ.out,9,-,TRA2A|annotated|1
chr7,44013679,44016434,39_Control.SJ.out,0,-,POLR2J4|annotated|1
chr7,45729026,45736787,39_Control.SJ.out,2,-,SEPTIN7P2|annotated|1
chr7,78065662,78078947,39_Control.SJ.out,2,-,MAGI2|annotated|1
chr7,98860338,98869777,39_Control.SJ.out,0,-,TMEM130|annotated|1
chr7,100555735,100556594,39_Control.SJ.out,1,+,AGFG2|annotated|1
chr7,102566736,102566997,39_Control.SJ.out,3,-,POLR2J3|annotated|1
chr7,108312731,108328421,39_Control.SJ.out,0,-,NRCAM|annotated|1
chr7,122031559,122034095,39_Control.SJ.out,4,+,PTPRZ1|annotated|1
chr7,141555317,141555453,39_Control.SJ.out,1,+,AGK|novel_donor|1
chr8,12145700,12145948,39_Control.SJ.out,0,+,FAM66D|annotated|1
chr8,28891484,28963811,39_Control.SJ.out,1,+,HMBOX1|annotated|1
chr8,28891790,28963811,39_Control.SJ.out,12,+,HMBOX1|annotated|1
chr8,49912231,50394212,39_Control.SJ.out,4,+,SNTG1|annotated|1
chr8,53841725,53842871,39_Control.SJ.out,2,-,ATP6V1H|annotated|1
chr8,86398479,86398575,39_Control.SJ.out,2,+,WWP1|novel_acceptor|1
chr9,35684550,35685064,39_Control.SJ.out,12,-,TPM2|annotated|2
chrX,52898726,52899468,39_Control.SJ.out,0,+,FAM156B|annotated|1
chrX,54928710,54931204,39_Control.SJ.out,3,+,TRO|annotated|1
chrX,76175613,76177616,39_Control.SJ.out,2,+,PBDC1|annotated|1
chrX,81118488,81118730,39_Control.SJ.out,5,-,HMGN5|novel_acceptor|1
chr1,6349866,6385494,44_Control.SJ.out,1,-,ACOT7|annotated|1
chr1,13749487,13769118,44_Control.SJ.out,2,+,PRDM2|annotated|1
chr1,20997633,21001199,44_Control.SJ.out,3,-,EIF4G3|annotated|1
chr1,55151975,55153870,44_Control.SJ.out,3,-,USP24|annotated|1
chr1,81979960,81980795,44_Control.SJ.out,1,+,ADGRL2|annotated|1
chr1,94931985,94962979,44_Control.SJ.out,1,+,CNN3-DT|annotated|1
chr1,108807719,108808783,44_Control.SJ.out,1,+,STXBP3|novel_donor|1
chr1,114420451,114421436,44_Control.SJ.out,6,-,TRIM33|annotated|1
chr1,201889616,201891401,44_Control.SJ.out,1,+,SHISA4|novel_exon_skip|1
chr1,204988806,204991292,44_Control.SJ.out,2,+,NFASC|annotated|1
chr1,243613034,243613671,44_Control.SJ.out,1,-,AKT3|annotated|1
chr10,22573457,22607927,44_Control.SJ.out,1,-,PIP4K2A|novel_exon_skip|1
chr10,34346449,34347965,44_Control.SJ.out,4,-,PARD3|annotated|1
chr10,45652033,45663542,44_Control.SJ.out,2,-,ZFAND4|annotated|1
chr10,60134358,60138964,44_Control.SJ.out,5,-,ANK3|novel_exon_skip|1
chr10,77019099,77027823,44_Control.SJ.out,6,-,KCNMA1|annotated|1
chr11,33348228,33348522,44_Control.SJ.out,4,+,HIPK3|annotated|1
chr11,45355602,45356396,44_Control.SJ.out,1,+,LINC02696|annotated|1
chr11,106054455,106077312,44_Control.SJ.out,0,-,KBTBD3|annotated|1
chr11,113235164,113246368,44_Control.SJ.out,1,+,NCAM1|annotated|1
chr11,113246370,113255877,44_Control.SJ.out,1,+,NCAM1|annotated|1
chr11,123578430,123584312,44_Control.SJ.out,1,+,GRAMD1B|annotated|1
chr11,130238556,130239812,44_Control.SJ.out,1,-,ZBTB44|annotated|1
chr12,6875758,6882196,44_Control.SJ.out,1,+,RPL13P5|ambig_gene|1
chr12,15557523,15565593,44_Control.SJ.out,2,+,PTPRO|annotated|1
chr12,27302188,27309114,44_Control.SJ.out,1,+,STK38L|annotated|1
chr12,27656730,27658816,44_Control.SJ.out,1,+,PPFIBP1|annotated|1
chr12,27676599,27677064,44_Control.SJ.out,4,+,PPFIBP1|annotated|1
chr12,27677096,27679489,44_Control.SJ.out,3,+,PPFIBP1|annotated|1
chr12,39326324,39330746,44_Control.SJ.out,12,-,KIF21A|annotated|1
chr12,40763198,40908357,44_Control.SJ.out,1,+,CNTN1|annotated|1
chr12,50401028,50427765,44_Control.SJ.out,3,+,LARP4|annotated|1
chr12,55835615,55836126,44_Control.SJ.out,1,+,TMEM198B|annotated|1
chr12,79805768,79807226,44_Control.SJ.out,4,-,PPP1R12A|annotated|1
chr12,88119150,88120114,44_Control.SJ.out,1,-,CEP290|annotated|2
chr12,100108548,100128580,44_Control.SJ.out,1,-,UHRF1BP1L|annotated|1
chr13,35164509,35171272,44_Control.SJ.out,1,+,NBEA|annotated|1
chr13,52019143,52028319,44_Control.SJ.out,1,+,ALG11|annotated|1
chr13,111277673,111280538,44_Control.SJ.out,0,+,ARHGEF7|annotated|3
chr13,112878303,112881816,44_Control.SJ.out,2,+,ATP11A|novel_combo|1
chr14,50754867,50756492,44_Control.SJ.out,1,-,NIN|annotated|2
chr14,50758630,50759857,44_Control.SJ.out,2,-,NIN|annotated|1
chr14,58411971,58427054,44_Control.SJ.out,1,-,TIMM9|annotated|1
chr14,75053659,75056447,44_Control.SJ.out,1,-,ACYP1|novel_donor|1
chr15,42231915,42233213,44_Control.SJ.out,1,-,TMEM87A|annotated|1
chr15,42352124,42354340,44_Control.SJ.out,1,+,RP11-164J13.1|annotated|1
chr15,99131813,99132750,44_Control.SJ.out,1,+,SYNM|annotated|1
chr15,99287951,99334018,44_Control.SJ.out,14,+,LRRC28|annotated|1
chr16,10972559,10972938,44_Control.SJ.out,1,+,CLEC16A|annotated|1
chr16,69982545,69982658,44_Control.SJ.out,0,-,NPIPB14P|annotated|1
chr17,57983393,57985254,44_Control.SJ.out,2,-,VEZF1|annotated|1
chr17,64973517,64974951,44_Control.SJ.out,1,-,AMZ2P1|novel_donor|1
chr17,77214019,77216549,44_Control.SJ.out,0,+,SEC14L1|annotated|1
chr18,5398143,5400969,44_Control.SJ.out,1,-,EPB41L3|annotated|1
chr18,57620648,57621708,44_Control.SJ.out,3,-,NARS1|annotated|1
chr19,10805967,10812264,44_Control.SJ.out,0,+,DNM2|annotated|1
chr19,21971988,21972913,44_Control.SJ.out,0,+,ZNF208|none|1
chr19,34391559,34391912,44_Control.SJ.out,1,+,GPI|none|1
chr19,34391694,34391993,44_Control.SJ.out,7,+,GPI|none|1
chr19,34391694,34392043,44_Control.SJ.out,0,+,GPI|none|2
chr19,34392018,34394478,44_Control.SJ.out,1,-,GPI|none|1
chr19,36011464,36013001,44_Control.SJ.out,1,-,ALKBH6|ambig_gene|1
chr19,52801702,52808007,44_Control.SJ.out,0,-,ZNF28|annotated|1
chr19,53375896,53384970,44_Control.SJ.out,4,+,ZNF525|annotated|1
